Predicted Winner,Underdog,Win Probability
North Carolina,Hardin-Simmons,0.6671076
Memphis,Charlotte,0.8326818
W Michigan,Connecticut,0.5008707
George Mason,F Dickinson,0.94931215
Niagara,Charleston So,0.72923195
Portland St,Nebraska,0.74058044
Cent Arkansas,Hartford,0.6084796
Holy Cross,UT San Antonio,0.7877979
Pittsburgh,Prairie View,0.7166445
WI Green Bay,Kent,0.55726576
Hampton,St Bonaventure,0.5356457
Miami OH,Boise St,0.76503444
Northeastern,Baylor,0.8885104
TAM C. Christi,Campbell,0.6833305
Pittsburgh,PFW,0.83905077
Lafayette,Marshall,0.6582526
Canisius,Georgia Tech,0.74784
NJIT,Gonzaga,0.7180766
Coastal Car,CS Bakersfield,0.9391036
Coppin St,Memphis,0.5858612
Kansas St,Texas Tech,0.93644744
Colorado St,Radford,0.6615854
Siena,Indiana,0.6342661
Nicholls St,Belmont,0.78350604
McNeese St,Nevada,0.63708395
Creighton,Denver,0.7416352
Princeton,Nicholls St,0.6442986
Jacksonville,West Georgia,0.72019136
La Salle,San Diego St,0.58318603
CS Sacramento,TN Martin,0.8886996
UCF,New Hampshire,0.55318
S Dakota St,Chattanooga,0.6820026
West Virginia,St Bonaventure,0.5153704
Canisius,St Francis NY,0.5687589
Queens NC,E Kentucky,0.51789343
St Bonaventure,Morehead St,0.96508193
SIUE,Virginia Tech,0.8411839
Providence,UT Arlington,0.95774215
Niagara,CS Northridge,0.94302386
Binghamton,Washington,0.9551301
DePaul,Northwestern LA,0.536465
Manhattan,NC Central,0.65583616
La Salle,Missouri,0.51539564
WI Milwaukee,Ohio St,0.5204022
Cincinnati,W Michigan,0.7295114
Loy Marymount,UNC Greensboro,0.6505339
Creighton,Elon,0.64745396
Ga Southern,Missouri St,0.78849524
UTEP,Montana St,0.5766797
Washington St,Alabama,0.62928534
Baylor,SMU,0.7945292
North Texas,Auburn,0.7533408
Texas A&M,Long Beach St,0.6834271
Air Force,St Mary's CA,0.78230554
South Dakota,American Univ,0.98089945
Montana,Ohio St,0.70619917
Cincinnati,Purdue,0.6721786
SMU,Bellarmine,0.7470803
Cent Arkansas,New Orleans,0.65545726
Citadel,Lamar,0.6615438
Missouri KC,Presbyterian,0.59625626
UNLV,UCLA,0.8675414
Akron,Quinnipiac,0.73301196
Coppin St,Binghamton,0.7280078
Northern Arizona,Centenary,0.8179414
W Salem St,Missouri St,0.93691283
Washington St,UC Irvine,0.64898205
MA Lowell,Arkansas St,0.6636393
Grand Canyon,Augusta,0.57026875
Howard,East Carolina,0.63021404
LIU Brooklyn,Drake,0.6964422
Hampton,Houston,0.592131
Bellarmine,WI Milwaukee,0.58796346
East Texas A&M,UAB,0.6559552
Florida St,N Kentucky,0.9242389
Sacred Heart,Rhode Island,0.9238026
SMU,Montana,0.5451671
SC Upstate,Old Dominion,0.8883874
NE Omaha,South Alabama,0.9031844
Denver,Oral Roberts,0.72893846
Detroit,Seattle,0.8896347
Fresno St,Indiana,0.886271
Alabama A&M,Rutgers,0.72285694
SUNY Albany,Brooklyn,0.71641564
Clemson,Georgia Tech,0.8507957
UC San Diego,Rice,0.9139574
Northwestern LA,Chattanooga,0.718884
NJIT,Alabama A&M,0.7004663
Boston College,Loyola-Chicago,0.92039883
NC Central,Tulsa,0.69752634
Northwestern,Penn St,0.9720196
Rutgers,UCLA,0.5045129
North Florida,Florida A&M,0.7034525
Evansville,Boston College,0.59474355
PFW,Merrimack,0.7927202
Tarleton St,N Illinois,0.6636261
W Salem St,Nicholls St,0.9419953
Miami FL,Appalachian St,0.81728107
Georgia St,North Alabama,0.57216483
Utah Valley,NJIT,0.5481104
Massachusetts,Iowa,0.9626127
Lipscomb,Kansas St,0.5175824
Utah Valley,Utah Tech,0.7620413
Sam Houston St,Stetson,0.9463063
New Orleans,East Carolina,0.5777745
Bethune-Cookman,TCU,0.9415924
Utah,San Francisco,0.7322003
Lafayette,George Mason,0.91802776
Kennesaw,Tarleton St,0.77025074
Longwood,ULM,0.7462698
Louisville,UTEP,0.81739765
UNLV,UC Riverside,0.5734184
Gonzaga,Oral Roberts,0.7986423
UAB,Boston Univ,0.8800079
Arkansas St,Wofford,0.6256093
Missouri St,Wagner,0.6041216
Utah,Michigan St,0.65841925
Morris Brown,WI Green Bay,0.5001052
Oregon St,UNLV,0.900349
Louisiana,New Hampshire,0.8079632
UNC Greensboro,Colgate,0.8640377
Hartford,W Illinois,0.75152373
New Hampshire,CS Bakersfield,0.7837404
Tennessee Tech,Gardner Webb,0.5306656
Maryland,IUPUI,0.92067796
Alabama St,Long Beach St,0.7277781
St John's,Utica,0.92773485
UC Davis,North Texas,0.9125242
Maryland,West Georgia,0.76468533
Georgetown,Grambling,0.91647124
Marshall,E Illinois,0.55685383
Ball St,Abilene Chr,0.74595
Louisville,St Peter's,0.9328438
Iona,Arizona St,0.6737998
Chicago St,Gardner Webb,0.8279647
Rutgers,Cleveland St,0.8268395
Northwestern LA,ULM,0.84542215
UCLA,Tulane,0.9327365
Queens NC,UTEP,0.65177774
Le Moyne,Mercyhurst,0.7516664
Southern Utah,Arizona,0.9787854
IL Chicago,Cent Arkansas,0.58956325
Alabama,Ohio,0.74075425
Minnesota,Mercyhurst,0.8738421
High Point,Illinois St,0.6955689
Illinois St,Jacksonville,0.63070846
Villanova,Xavier,0.8196686
Sacred Heart,West Virginia,0.6124964
SIUE,Kansas,0.59806067
George Mason,Southern Miss,0.6426161
Colorado St,Arkansas St,0.6436238
Houston,Indiana St,0.6423983
UNC Wilmington,Kentucky,0.85904014
LIU Brooklyn,Texas,0.8559509
Cleveland St,Arizona St,0.9075971
Tennessee Tech,E Washington,0.50365585
Hardin-Simmons,W Michigan,0.5323523
Stony Brook,UNLV,0.73015976
Georgetown,Minnesota,0.66190296
Chicago St,Drexel,0.7686844
Princeton,McNeese St,0.8799035
Kansas St,San Diego,0.65050584
CS Northridge,Coppin St,0.8772133
Idaho St,Grand Canyon,0.88920575
USC,SC Upstate,0.5532364
James Madison,Duke,0.6932212
Appalachian St,Sam Houston St,0.5218881
Texas,Ga Southern,0.8254795
East Carolina,Illinois St,0.9634627
Texas Tech,Temple,0.7385231
Michigan,East Carolina,0.50484025
UC Riverside,Princeton,0.5253917
Southern Indiana,North Texas,0.9565083
Michigan,Evansville,0.81848836
Buffalo,Jacksonville St,0.612758
Oklahoma St,Fordham,0.71037114
SE Missouri St,W Michigan,0.66136104
Radford,Ark Pine Bluff,0.9091004
San Diego,Alabama A&M,0.88272697
NC State,Northern Arizona,0.5452013
South Florida,Oregon,0.709475
Illinois,Chicago St,0.98457766
PFW,Jacksonville,0.9354346
Lafayette,San Francisco,0.64629173
Mt St Mary's,West Georgia,0.97934777
Bradley,Delaware,0.81038845
SE Louisiana,New Mexico St,0.88568455
UC Irvine,Detroit,0.5456236
James Madison,North Alabama,0.5939033
Oakland,Tarleton St,0.9270767
Georgia Tech,Louisiana,0.99171984
Florida St,North Alabama,0.5798873
Canisius,USC,0.8618456
Incarnate Word,Santa Clara,0.7849176
Penn,Seattle,0.93071073
Central Conn,Washington St,0.5914614
Kentucky,VMI,0.74492055
Army,UCLA,0.52276945
Oral Roberts,Fairfield,0.5672793
Akron,C Michigan,0.6300251
New Orleans,Belmont,0.7812291
Iowa,Arkansas St,0.72336805
Canisius,Hawaii,0.6063033
William & Mary,Baylor,0.91882426
W Michigan,NE Omaha,0.90856457
Utah Tech,Cincinnati,0.9851518
UTRGV,TX Southern,0.82249546
Bethune-Cookman,WI Milwaukee,0.98881954
Bowling Green,E Illinois,0.58638763
East Carolina,Sacred Heart,0.676363
North Carolina,Seton Hall,0.555415
Wagner,Wyoming,0.8463213
Toledo,Marist,0.979045
Wagner,Michigan St,0.57256854
Towson,Northwestern LA,0.9209185
Drake,NC Central,0.7834788
Le Moyne,UCLA,0.7534522
Northwestern,Bucknell,0.6963634
Seattle,FL Atlantic,0.7548002
North Dakota,FL Atlantic,0.5008472
Birmingham So,Detroit,0.836211
C Michigan,UAB,0.94478893
W Salem St,Alabama A&M,0.6353487
Wisconsin,Liberty,0.6299091
Nebraska,New Mexico St,0.97259235
Minnesota,Okla City,0.6345167
SE Louisiana,UC Irvine,0.8150011
Ball St,William & Mary,0.7028189
Sacred Heart,Richmond,0.77992713
Wyoming,Kansas St,0.5982876
High Point,Wagner,0.7204778
G Washington,Presbyterian,0.82517374
Binghamton,Bellarmine,0.7299975
Xavier,Alabama,0.5155819
Tennessee,Bucknell,0.57872087
Col Charleston,CS Northridge,0.6260918
High Point,Montana St,0.509279
WI Milwaukee,St Louis,0.9283976
Mississippi,Sacred Heart,0.93718815
UNC Wilmington,Pepperdine,0.624366
Holy Cross,Oregon St,0.9888868
Oklahoma St,Marist,0.9250036
Lamar,Washington,0.9620886
Hofstra,San Francisco,0.51486325
Ga Southern,MD E Shore,0.93238693
East Carolina,Gardner Webb,0.50702274
Hofstra,Hampton,0.5056545
WI Milwaukee,William & Mary,0.7432106
Iona,USC,0.6059553
Fairfield,Bowling Green,0.71741474
Vanderbilt,Bowling Green,0.7031691
Col Charleston,Kennesaw,0.57292247
Maine,Furman,0.6434774
IL Chicago,Stetson,0.7364869
Mercyhurst,MS Valley St,0.5921174
Indiana,Miami FL,0.60341513
Loyola MD,Lindenwood,0.5073727
Indiana,Coppin St,0.91465384
NJIT,Morris Brown,0.9714953
Wisconsin,Pepperdine,0.7606034
Kentucky,Gardner Webb,0.6132546
North Texas,MTSU,0.5507699
Jackson St,Lipscomb,0.904272
Richmond,Northeastern,0.86029744
CS Northridge,Cal Baptist,0.70574874
Florida,Tarleton St,0.51231754
American Univ,Siena,0.6544241
Cal Poly,Temple,0.57832587
Notre Dame,Indiana,0.8773046
Ball St,Utica,0.7439407
UTEP,Boise St,0.6961183
UT Arlington,PFW,0.76195985
Northwestern LA,FGCU,0.8424018
UC Irvine,Wichita St,0.55154693
Texas St,Massachusetts,0.8124905
Louisiana Tech,UNLV,0.8597551
Alabama,Loyola MD,0.8442545
NE Omaha,Sacred Heart,0.98755556
Canisius,Augusta,0.57088315
Miami OH,Drake,0.7578474
Prairie View,Drexel,0.89432245
Wofford,Portland,0.92795
SE Louisiana,South Florida,0.92134434
NC Central,Sam Houston St,0.8884934
UTRGV,South Dakota,0.7590214
TX Southern,Elon,0.99729526
Howard,George Mason,0.7391931
Queens NC,NE Omaha,0.90742904
Buffalo,Marist,0.6280268
Robert Morris,Stetson,0.98035246
Savannah St,Portland,0.69472957
Providence,C Michigan,0.5192655
Bucknell,Bellarmine,0.9506677
Quinnipiac,Mississippi,0.55254036
UCLA,Northeastern,0.7302303
Georgia,Presbyterian,0.8124402
Stanford,E Washington,0.71247876
Buffalo,Washington St,0.513235
West Georgia,MA Lowell,0.5645434
Southern Utah,Tennessee St,0.61704594
Cornell,S Illinois,0.9896925
Hampton,Lindenwood,0.94083047
Southern Miss,Prairie View,0.9633503
Appalachian St,C Michigan,0.6864152
Bethune-Cookman,UC Riverside,0.91032565
USC,Murray St,0.9041679
Chattanooga,Michigan St,0.69409466
TX Southern,Louisiana,0.9624991
Utica,Colorado,0.89381456
ULM,New Hampshire,0.8094215
Mercer,Temple,0.8289616
Massachusetts,Pacific,0.856152
SMU,Denver,0.90923256
Hardin-Simmons,Northern Arizona,0.6604873
Indiana,UNC Greensboro,0.96367306
San Diego St,Michigan,0.6432304
UMBC,Boston College,0.8520637
Chattanooga,Georgia Tech,0.88445055
Belmont,Illinois St,0.54554665
North Carolina,Tennessee Tech,0.72274965
Princeton,Iona,0.52593565
Oral Roberts,Loyola MD,0.8066156
Alcorn St,Drexel,0.74345577
DePaul,Central Conn,0.8145334
UNC Asheville,Butler,0.8067552
Butler,Missouri KC,0.9782236
UC Davis,Ball St,0.612689
Marquette,St Joseph's PA,0.99689925
Long Beach St,Valparaiso,0.8536671
Dartmouth,Brown,0.84014
Denver,New Hampshire,0.81497675
Miami FL,UNC Wilmington,0.9030973
Prairie View,NJIT,0.5046052
NC A&T,Detroit,0.9190168
Virginia Tech,UNC Asheville,0.69158924
North Texas,BYU,0.5847419
Harvard,FL Atlantic,0.991985
Washington,Arizona,0.6806081
Ohio,E Kentucky,0.58550155
Wisconsin,Missouri,0.9037788
Arizona St,Centenary,0.8512056
Michigan St,Clemson,0.59207106
UNC Wilmington,CS Bakersfield,0.51269776
Mt St Mary's,Boise St,0.8761369
Clemson,Wright St,0.717258
Robert Morris,Northeastern,0.83592707
Houston,East Texas A&M,0.5950976
N Dakota St,Butler,0.87483263
East Carolina,Vermont,0.82894003
Iowa,Alabama,0.9930463
Alcorn St,Pittsburgh,0.87012553
Hardin-Simmons,Akron,0.80177796
UNC Wilmington,N Illinois,0.9490671
UNLV,Charlotte,0.96122557
Southern Indiana,UTRGV,0.93195575
Loy Marymount,Miami OH,0.8547353
Montana St,Ark Pine Bluff,0.52939004
Chicago St,Kentucky,0.51878124
Ball St,Nevada,0.68532616
TAM C. Christi,F Dickinson,0.8399778
Syracuse,Coastal Car,0.5321167
Xavier,E Michigan,0.8761162
High Point,Bradley,0.92361385
Cornell,Grand Canyon,0.99172956
Montana,Mississippi St,0.68335146
Murray St,Texas A&M,0.90921944
Grand Canyon,ULM,0.84708685
CS Northridge,W Texas A&M,0.5109486
UC Irvine,UNC Greensboro,0.5535294
Monmouth NJ,Brooklyn,0.68322444
Montana St,Alabama,0.8201491
Ark Little Rock,Siena,0.9671716
Providence,Cal Baptist,0.8046165
Binghamton,Hartford,0.84265906
WKU,UCLA,0.85151315
Princeton,UAB,0.75460654
N Kentucky,Siena,0.54287606
St Mary's CA,SUNY Albany,0.8977266
Sam Houston St,Fordham,0.6993517
Monmouth NJ,Tulsa,0.6857492
Iowa St,St Bonaventure,0.9144794
LSU,Iowa,0.8199079
Hawaii,Incarnate Word,0.7851757
Harvard,Stonehill,0.7761409
VCU,Air Force,0.88483185
Wisconsin,Texas A&M,0.6985598
Alcorn St,Niagara,0.59121346
Quinnipiac,Idaho St,0.682947
TX Southern,F Dickinson,0.78985435
Ark Little Rock,SF Austin,0.67281365
Richmond,Pacific,0.50579673
St Bonaventure,Princeton,0.7770962
UMBC,Loyola MD,0.5788886
Louisiana Tech,Wofford,0.8836089
E Illinois,NJIT,0.9077357
SMU,Le Moyne,0.97949284
Akron,San Diego St,0.7437352
McNeese St,N Kentucky,0.9640706
Detroit,Air Force,0.77055794
Old Dominion,Long Beach St,0.8205545
Oregon St,S Carolina St,0.82515407
Louisville,James Madison,0.70005953
Stony Brook,UNC Wilmington,0.97370434
N Kentucky,Samford,0.92412883
NJIT,Evansville,0.6164966
Maryland,Texas A&M,0.86374676
James Madison,Montana,0.60494936
Duquesne,Wichita St,0.7429262
Louisville,Montana,0.96834636
Bowling Green,Pacific,0.9522624
Ark Pine Bluff,Northern Iowa,0.85680366
Missouri,Alabama St,0.62874603
Tennessee,St Joseph's PA,0.67415345
S Carolina St,NC A&T,0.86264133
Missouri St,S Dakota St,0.6176739
UTEP,St John's,0.9659155
Belmont,Northeastern,0.9872858
DePaul,Northwestern,0.93135387
Texas Tech,Old Dominion,0.858658
ULM,Arkansas,0.6570478
Morgan St,Boston College,0.56066585
Bradley,Arizona,0.6694373
Wake Forest,MD E Shore,0.91898507
Lamar,Kent,0.8062965
UNLV,S Carolina St,0.9147245
Florida,McNeese St,0.7915912
Sam Houston St,MD E Shore,0.5202457
Belmont,Wichita St,0.91820544
La Salle,IUPUI,0.89641064
Maryland,Kent,0.8449596
Le Moyne,West Georgia,0.60464466
SE Louisiana,Xavier,0.6223917
Le Moyne,NE Illinois,0.744918
Elon,UNC Asheville,0.68781483
Alabama A&M,Jackson St,0.7168068
Colgate,Wichita St,0.8247402
Southern Indiana,VCU,0.87945706
Denver,Arizona St,0.58126223
Southern Utah,NC Central,0.84509075
UNC Wilmington,Stetson,0.60769445
Tarleton St,Alcorn St,0.69684684
Boston Univ,Memphis,0.5589882
Okla City,Queens NC,0.7944266
American Univ,Utah Valley,0.50446725
Col Charleston,Maine,0.8728345
Presbyterian,WI Milwaukee,0.60461694
Mt St Mary's,Elon,0.5948789
Fresno St,Incarnate Word,0.6657743
CS Fullerton,UTEP,0.5343848
Morgan St,Pacific,0.55154663
Colgate,James Madison,0.6080325
WI Milwaukee,Nevada,0.73712385
Stanford,St Peter's,0.7913286
Wright St,Manhattan,0.63605094
St Thomas MN,Centenary,0.8787352
James Madison,Cincinnati,0.7296912
Memphis,San Diego St,0.6878119
California,Loyola-Chicago,0.890348
San Francisco,Idaho,0.7624648
St Bonaventure,American Univ,0.51046884
C Michigan,Rhode Island,0.62805545
Creighton,North Carolina,0.7010217
S Illinois,Tennessee,0.6774405
Southern Utah,Washington St,0.81088495
MS Valley St,Villanova,0.77583927
ETSU,St Thomas MN,0.68103004
West Virginia,Alabama St,0.78862464
High Point,WI Milwaukee,0.5939285
UNLV,New Mexico St,0.8909254
Rhode Island,Indiana,0.95570797
Georgia Tech,Cincinnati,0.7319073
IUPUI,Wyoming,0.65911794
Oregon St,George Mason,0.8207976
Norfolk St,Texas Tech,0.5281561
Augusta,Toledo,0.6259161
Arkansas,F Dickinson,0.64070415
Marquette,Utah St,0.7819352
Delaware St,Princeton,0.9868491
Baylor,Washington St,0.9284647
Stonehill,Missouri St,0.624483
Tulane,Mt St Mary's,0.7933184
Coppin St,Delaware,0.8888453
South Florida,New Hampshire,0.9066436
TX Southern,St Francis PA,0.54356706
Boston Univ,Arizona,0.51684636
Iowa,UC San Diego,0.69643867
Santa Clara,American Univ,0.6475353
Bryant,Dayton,0.86252946
Cent Arkansas,UC San Diego,0.7326149
Nebraska,Yale,0.5888462
UCLA,UAB,0.8991782
Arkansas,W Texas A&M,0.9641176
W Carolina,Oklahoma St,0.87888074
Holy Cross,Ohio St,0.51928383
UC Riverside,Creighton,0.94727385
Queens NC,Stony Brook,0.53917074
Manhattan,Northern Iowa,0.65252745
North Texas,Mississippi,0.66666156
WI Green Bay,NJIT,0.5066336
Merrimack,Illinois,0.99631983
Youngstown St,Grambling,0.5928792
Illinois,CS Sacramento,0.6170516
Wake Forest,Tulane,0.72456336
San Diego St,Youngstown St,0.98392314
Abilene Chr,North Dakota,0.64916664
Central Conn,Detroit,0.9691561
St Mary's CA,FL Atlantic,0.6332932
Campbell,W Texas A&M,0.5995705
Monmouth NJ,Tennessee Tech,0.8272894
Mississippi St,UAB,0.7881834
American Univ,Lehigh,0.8305847
N Kentucky,NC A&T,0.95856386
UTEP,UAB,0.83893377
Houston,Bethune-Cookman,0.53224415
Old Dominion,Cent Arkansas,0.92824864
St Bonaventure,Harvard,0.7550521
Denver,E Michigan,0.90698403
South Alabama,Oklahoma,0.64052355
UT San Antonio,St Peter's,0.9410352
Rice,S Illinois,0.93863297
Binghamton,Ark Little Rock,0.6130908
Morris Brown,George Mason,0.9120209
Col Charleston,N Colorado,0.9402185
West Virginia,Coastal Car,0.67958176
Gonzaga,East Carolina,0.5576196
WI Milwaukee,N Colorado,0.5530507
Yale,SIUE,0.97898096
Providence,Texas A&M,0.6444284
Penn,Robert Morris,0.71721786
North Dakota,South Dakota,0.64886963
Xavier,NC Central,0.638181
N Kentucky,Oregon,0.7492714
NE Omaha,Miami FL,0.99189955
Seattle,Citadel,0.8530052
UTRGV,N Illinois,0.77476376
Richmond,Marist,0.59991735
Hartford,Bucknell,0.8805455
SF Austin,Nevada,0.79995173
Morgan St,Tennessee Tech,0.9233615
Southern Univ,McNeese St,0.973702
Chattanooga,Murray St,0.850296
Howard,W Texas A&M,0.94659066
Boston College,LIU Brooklyn,0.8568177
W Carolina,Memphis,0.8631471
Canisius,Charleston So,0.56405413
TCU,Abilene Chr,0.5438631
Alabama,Arizona,0.5645153
Houston,Coastal Car,0.61212134
Southern Utah,St Peter's,0.9615943
BYU,San Diego,0.54141283
St Joseph's PA,UAB,0.7444527
St Louis,Bethune-Cookman,0.5861871
Vanderbilt,Virginia Tech,0.65799004
Butler,LSU,0.91486394
Lipscomb,Col Charleston,0.5247671
Alabama,TAM C. Christi,0.7951697
Arizona,UNLV,0.87387455
North Florida,Louisiana Tech,0.7131026
Virginia Tech,Le Moyne,0.7905772
Incarnate Word,Lindenwood,0.86037165
Penn,North Carolina,0.86870897
Montana,Boise St,0.9397202
N Illinois,Temple,0.7341292
Southern Univ,Georgia,0.7567316
Le Moyne,Marquette,0.75646615
LSU,Dartmouth,0.81678325
UMBC,Monmouth NJ,0.9053841
Sam Houston St,Howard,0.5206483
Oklahoma St,Colorado St,0.5181957
Northern Arizona,St Mary's CA,0.75693905
Loyola-Chicago,Morris Brown,0.71568173
N Illinois,Southern Indiana,0.97838485
UTRGV,CS Sacramento,0.87726426
IL Chicago,W Salem St,0.6761453
Rice,Nebraska,0.95127213
Texas St,Northern Arizona,0.61797166
Oklahoma St,Jackson St,0.68688095
Radford,Mt St Mary's,0.6550051
VCU,West Virginia,0.69511795
Northeastern,Iona,0.87140137
La Salle,E Michigan,0.8029858
Boston College,Mercer,0.9268313
UAB,Tarleton St,0.8259187
West Virginia,Howard,0.98565865
NE Illinois,Kansas,0.59955144
USC,Texas Tech,0.7031994
Gonzaga,Bucknell,0.5792716
Louisiana Tech,Charleston So,0.8268987
Savannah St,Longwood,0.92960495
S Illinois,East Carolina,0.68173635
Lafayette,Seton Hall,0.5836588
Ark Little Rock,Prairie View,0.9766781
St Thomas MN,California,0.93661284
Charlotte,Lehigh,0.7320735
Ohio,Massachusetts,0.86521596
Valparaiso,Stonehill,0.9195211
North Texas,North Alabama,0.7738304
Mercyhurst,Wyoming,0.9237952
UNLV,Iowa,0.70288694
S Carolina St,New Orleans,0.5333327
Texas Tech,UC Davis,0.6461868
Colorado,ETSU,0.8226521
UT San Antonio,Austin Peay,0.55969775
Weber St,Kennesaw,0.6844027
Long Beach St,Towson,0.8793033
Georgia,MTSU,0.53541017
Duke,Okla City,0.6864507
Georgia St,Campbell,0.7458757
North Dakota,St Louis,0.96854764
Marquette,BYU,0.7326782
Mt St Mary's,Bellarmine,0.7446452
Elon,Missouri,0.98992515
Lafayette,Tennessee Tech,0.76998895
Maryland,IL Chicago,0.8919718
Montana St,St Francis PA,0.78977084
South Carolina,Southern Indiana,0.7340747
Idaho St,Denver,0.94045204
Texas,Columbia,0.50036347
FGCU,Weber St,0.61633617
Mercyhurst,Samford,0.8182314
Belmont,Miami OH,0.79201436
Minnesota,Cornell,0.52482873
Mississippi St,W Texas A&M,0.828764
Sacred Heart,Abilene Chr,0.8642266
Towson,St Joseph's PA,0.7192954
MD E Shore,Lipscomb,0.6028491
Chicago St,Furman,0.53639734
Stonehill,LSU,0.54128754
Towson,San Francisco,0.5593499
Southern Miss,N Colorado,0.8678833
Tennessee St,Utah,0.88647485
South Dakota,St Francis PA,0.8836604
VMI,Pittsburgh,0.9307608
Kansas St,Belmont,0.8987522
Florida St,Southern Univ,0.6666009
Fresno St,Morgan St,0.52746236
Coppin St,Kent,0.6924105
Lamar,South Carolina,0.9152055
Valparaiso,UAB,0.6872
James Madison,Coppin St,0.8119504
UT Arlington,Mt St Mary's,0.7378608
Louisiana,Ark Little Rock,0.85270226
Nicholls St,South Florida,0.9933951
Hofstra,Marist,0.6591945
Providence,Harvard,0.56776136
Illinois St,Toledo,0.9565435
San Diego,Cleveland St,0.6417288
San Diego,Notre Dame,0.9930657
San Diego St,Iowa St,0.5833032
Sam Houston St,Ark Pine Bluff,0.7882414
Radford,Louisville,0.8262408
Denver,Winthrop,0.9806255
Brown,Xavier,0.69490385
Alabama,Northwestern LA,0.8641997
Long Beach St,St Joseph's PA,0.8010409
West Virginia,UNLV,0.7727553
NC Central,Colorado St,0.51124865
Pepperdine,Bradley,0.98611695
UNC Greensboro,Navy,0.92504656
Winthrop,Howard,0.96729594
Wake Forest,Northern Iowa,0.8600312
Tennessee St,SUNY Albany,0.8101543
Chattanooga,Savannah St,0.6366138
UNC Wilmington,Portland St,0.8867169
Murray St,IL Chicago,0.7363173
Lamar,Northeastern,0.7607514
Santa Clara,NC Central,0.61470836
Arkansas,Kent,0.6246406
UC San Diego,WI Green Bay,0.6819097
Indiana St,Troy,0.8646285
McNeese St,VCU,0.91687393
Charlotte,Utah St,0.7073791
